loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
10100,7.396,50200,0.402390438,4,1,20200,0
8900,6.904,45600,0.342105263,3,0,15600,0
9800,7.274,49100,0.389002037,4,0,19100,0
9500,7.181,48200,0.377593361,4,0,18200,0
10000,7.387,50100,0.401197605,4,1,20100,0
9300,7.073,47200,0.36440678,3,0,17200,0
9100,7.004,46500,0.35483871,3,0,16500,0
8400,6.706,43700,0.313501144,3,0,13700,0
9900,7.334,49600,0.39516129,4,0,19600,0
8800,6.87,45200,0.336283186,3,0,15200,0
12900,8.618,61700,0.513776337,7,1,31700,0
9400,7.124,47600,0.369747899,3,0,17600,0
10400,7.563,51800,0.420849421,4,1,21800,0
11100,7.83,54300,0.447513812,5,1,24300,0
10400,7.532,51500,0.417475728,4,1,21500,0
8400,6.711,43800,0.315068493,3,0,13800,0
10800,7.719,53200,0.436090226,5,1,23200,0
7300,6.248,39400,0.23857868,2,0,9400,0
9800,7.282,49100,0.389002037,4,0,19100,0
8300,6.651,43200,0.305555556,2,0,13200,0
9500,7.165,48000,0.375,4,0,18000,0
11300,7.912,55100,0.45553539,5,1,25100,0
8800,6.847,45000,0.333333333,3,0,15000,0
8800,6.844,45000,0.333333333,3,0,15000,0
8600,6.779,44400,0.324324324,3,0,14400,0
8700,6.833,44900,0.331848552,3,0,14900,0
8800,6.846,45000,0.333333333,3,0,15000,0
9700,7.23,48600,0.382716049,4,0,18600,0
10200,7.471,50900,0.410609037,4,1,20900,0
20100,11.676,90500,0.668508287,13,3,60500,0
12400,8.383,59500,0.495798319,6,1,29500,0
8600,6.778,44400,0.324324324,3,0,14400,0
7300,6.21,39000,0.230769231,2,0,9000,0
9100,7.01,46600,0.356223176,3,0,16600,0
9800,7.289,49200,0.390243902,4,0,19200,0
10100,7.431,50500,0.405940594,4,1,20500,0
7800,6.433,41100,0.270072993,2,0,11100,0
8100,6.586,42600,0.295774648,2,0,12600,0
21300,12.183,95300,0.685204617,14,3,65300,0
10600,7.65,52600,0.429657795,5,1,22600,0
9900,7.323,49500,0.393939394,4,0,19500,0
10500,7.573,51900,0.421965318,4,1,21900,0
8800,6.875,45300,0.337748344,3,0,15300,0
10200,7.474,50900,0.410609037,4,1,20900,0
7500,6.331,40200,0.253731343,2,0,10200,0
10600,7.649,52600,0.429657795,5,1,22600,0
10400,7.54,51500,0.417475728,4,1,21500,0
9900,7.318,49500,0.393939394,4,0,19500,0
8000,6.537,42100,0.287410926,2,0,12100,0
10500,7.572,51800,0.420849421,4,1,21800,0
9200,7.051,46900,0.360341151,3,0,16900,0
8800,6.869,45200,0.336283186,3,0,15200,0
8800,6.883,45400,0.339207048,3,0,15400,0
6900,6.079,37800,0.206349206,1,0,7800,0
10800,7.725,53300,0.437148218,5,1,23300,0
9500,7.156,47900,0.373695198,4,0,17900,0
9500,7.163,48000,0.375,4,0,18000,0
10000,7.364,49900,0.398797595,4,0,19900,0
8300,6.635,43000,0.302325581,2,0,13000,0
8800,6.868,45200,0.336283186,3,0,15200,0
11400,7.963,55500,0.459459459,5,1,25500,0
8800,6.88,45300,0.337748344,3,0,15300,0
9500,7.154,47900,0.373695198,4,0,17900,0
11300,7.911,55000,0.454545455,5,1,25000,0
9700,7.228,48600,0.382716049,4,0,18600,0
10800,7.725,53300,0.437148218,5,1,23300,0
11600,8.064,56500,0.469026549,5,1,26500,0
9500,7.15,47900,0.373695198,4,0,17900,0
10200,7.442,50600,0.407114625,4,1,20600,0
9100,6.982,46300,0.352051836,3,0,16300,0
10900,7.736,53400,0.438202247,5,1,23400,0
9500,7.144,47800,0.372384937,4,0,17800,0
8200,6.604,42700,0.297423888,2,0,12700,0
10800,7.707,53100,0.435028249,5,1,23100,0
10700,7.693,53000,0.433962264,5,1,23000,0
9600,7.196,48300,0.378881988,4,0,18300,0
9600,7.221,48600,0.382716049,4,0,18600,0
9500,7.157,47900,0.373695198,4,0,17900,0
9300,7.067,47100,0.363057325,3,0,17100,0
10900,7.739,53400,0.438202247,5,1,23400,0
10600,7.611,52200,0.425287356,4,1,22200,0
7900,6.496,41700,0.28057554,2,0,11700,0
10800,7.698,53000,0.433962264,5,1,23000,0
11800,8.145,57200,0.475524476,6,1,27200,0
10600,7.619,52300,0.426386233,5,1,22300,0
8700,6.837,44900,0.331848552,3,0,14900,0
9500,7.148,47900,0.373695198,4,0,17900,0
9100,7.003,46500,0.35483871,3,0,16500,0
9300,7.078,47200,0.36440678,3,0,17200,0
10500,7.573,51900,0.421965318,4,1,21900,0
8700,6.817,44700,0.32885906,3,0,14700,0
7200,6.182,38800,0.226804124,1,0,8800,0
9400,7.124,47600,0.369747899,3,0,17600,0
7400,6.28,39700,0.244332494,2,0,9700,0
9100,6.981,46300,0.352051836,3,0,16300,0
8200,6.609,42800,0.299065421,2,0,12800,0
9600,7.223,48600,0.382716049,4,0,18600,0
8900,6.891,45400,0.339207048,3,0,15400,0
9300,7.058,47000,0.361702128,3,0,17000,0
9600,7.22,48500,0.381443299,4,0,18500,0
9900,7.333,49600,0.39516129,4,0,19600,0
10900,7.763,53600,0.440298507,5,1,23600,0
9400,7.108,47500,0.368421053,3,0,17500,0
8800,6.873,45300,0.337748344,3,0,15300,0
9400,7.131,47700,0.371069182,3,0,17700,0
8400,6.7,43600,0.311926606,3,0,13600,0
9100,7.008,46500,0.35483871,3,0,16500,0
10900,7.747,53500,0.439252336,5,1,23500,0
9500,7.175,48100,0.376299376,4,0,18100,0
10600,7.647,52600,0.429657795,5,1,22600,0
10200,7.466,50900,0.410609037,4,1,20900,0
10900,7.74,53400,0.438202247,5,1,23400,0
10100,7.412,50300,0.403578529,4,1,20300,0
10500,7.605,52200,0.425287356,4,1,22200,0
8800,6.866,45200,0.336283186,3,0,15200,0
11100,7.849,54500,0.449541284,5,1,24500,0
9900,7.313,49400,0.392712551,4,0,19400,0
9100,6.984,46300,0.352051836,3,0,16300,0
10300,7.483,51000,0.411764706,4,1,21000,0
9400,7.122,47600,0.369747899,3,0,17600,0
8700,6.833,44900,0.331848552,3,0,14900,0
10700,7.693,53000,0.433962264,5,1,23000,0
7700,6.397,40800,0.264705882,2,0,10800,0
7600,6.347,40300,0.255583127,2,0,10300,0
10700,7.675,52800,0.431818182,5,1,22800,0
10500,7.596,52100,0.424184261,4,1,22100,0
9900,7.336,49600,0.39516129,4,0,19600,0
9000,6.955,46000,0.347826087,3,0,16000,0
11000,7.798,54000,0.444444444,5,1,24000,0
9600,7.215,48500,0.381443299,4,0,18500,0
9000,6.965,46100,0.349240781,3,0,16100,0
10200,7.451,50700,0.408284024,4,1,20700,0
10400,7.556,51700,0.419729207,4,1,21700,0
7100,6.16,38600,0.222797927,1,0,8600,0
8100,6.548,42200,0.289099526,2,0,12200,0
10400,7.556,51700,0.419729207,4,1,21700,0
11200,7.883,54800,0.452554745,5,1,24800,0
9000,6.933,45800,0.344978166,3,0,15800,0
9300,7.074,47200,0.36440678,3,0,17200,0
10700,7.664,52700,0.430740038,5,1,22700,0
9900,7.323,49500,0.393939394,4,0,19500,0
10500,7.576,51900,0.421965318,4,1,21900,0
9900,7.317,49500,0.393939394,4,0,19500,0
7300,6.23,39200,0.234693878,2,0,9200,0
8000,6.504,41800,0.282296651,2,0,11800,0
7900,6.475,41500,0.277108434,2,0,11500,0
11300,7.923,55200,0.456521739,5,1,25200,0
11600,8.07,56500,0.469026549,5,1,26500,0
10800,7.723,53300,0.437148218,5,1,23300,0
9500,7.145,47800,0.372384937,4,0,17800,0
8600,6.779,44400,0.324324324,3,0,14400,0
7900,6.483,41600,0.278846154,2,0,11600,0
7500,6.318,40100,0.251870324,2,0,10100,0
8800,6.856,45100,0.33481153,3,0,15100,0
9200,7.04,46800,0.358974359,3,0,16800,0
9200,7.016,46600,0.356223176,3,0,16600,0
11100,7.843,54400,0.448529412,5,1,24400,0
9100,6.974,46200,0.350649351,3,0,16200,0
7300,6.238,39300,0.236641221,2,0,9300,0
8700,6.831,44900,0.331848552,3,0,14900,0
10300,7.522,51400,0.416342412,4,1,21400,0
8900,6.929,45800,0.344978166,3,0,15800,0
7400,6.288,39800,0.246231156,2,0,9800,0
8000,6.535,42100,0.287410926,2,0,12100,0
8900,6.898,45500,0.340659341,3,0,15500,0
10300,7.516,51300,0.415204678,4,1,21300,0
9300,7.097,47400,0.367088608,3,0,17400,0
10200,7.479,51000,0.411764706,4,1,21000,0
9200,7.048,46900,0.360341151,3,0,16900,0
8900,6.903,45600,0.342105263,3,0,15600,0
11800,8.134,57100,0.474605954,6,1,27100,0
12700,8.534,60900,0.507389163,6,1,30900,0
11500,7.993,55800,0.462365591,5,1,25800,0
8900,6.909,45600,0.342105263,3,0,15600,0
10500,7.574,51900,0.421965318,4,1,21900,0
9900,7.313,49400,0.392712551,4,0,19400,0
10300,7.488,51100,0.412915851,4,1,21100,0
10500,7.581,51900,0.421965318,4,1,21900,0
10700,7.688,52900,0.43289225,5,1,22900,0
8300,6.665,43300,0.307159353,2,0,13300,0
9500,7.175,48100,0.376299376,4,0,18100,0
11100,7.839,54400,0.448529412,5,1,24400,0
10100,7.416,50400,0.404761905,4,1,20400,0
7800,6.439,41200,0.27184466,2,0,11200,0
8400,6.7,43700,0.313501144,3,0,13700,0
10300,7.495,51100,0.412915851,4,1,21100,0
9000,6.944,45900,0.346405229,3,0,15900,0
8100,6.566,42400,0.29245283,2,0,12400,0
7200,6.205,39000,0.230769231,2,0,9000,0
8100,6.582,42500,0.294117647,2,0,12500,0
10200,7.457,50800,0.409448819,4,1,20800,0
9000,6.933,45800,0.344978166,3,0,15800,0
9400,7.129,47700,0.371069182,3,0,17700,0
6900,6.079,37800,0.206349206,1,0,7800,0
9900,7.34,49700,0.39637827,4,0,19700,0
9800,7.299,49300,0.39148073,4,0,19300,0
9000,6.954,46000,0.347826087,3,0,16000,0
7900,6.483,41600,0.278846154,2,0,11600,0
9600,7.207,48400,0.380165289,4,0,18400,0
8500,6.737,44000,0.318181818,3,0,14000,0
10200,7.445,50700,0.408284024,4,1,20700,0
8900,6.898,45500,0.340659341,3,0,15500,0
10300,7.518,51300,0.415204678,4,1,21300,0
10300,7.482,51000,0.411764706,4,1,21000,0
8800,6.885,45400,0.339207048,3,0,15400,0
9600,7.207,48400,0.380165289,4,0,18400,0
7600,6.358,40400,0.257425743,2,0,10400,0
9200,7.037,46800,0.358974359,3,0,16800,0
7700,6.416,41000,0.268292683,2,0,11000,0
9500,7.18,48200,0.377593361,4,0,18200,0
10300,7.507,51200,0.4140625,4,1,21200,0
10400,7.527,51400,0.416342412,4,1,21400,0
11100,7.862,54600,0.450549451,5,1,24600,0
8300,6.667,43300,0.307159353,3,0,13300,0
9500,7.15,47900,0.373695198,4,0,17900,0
8100,6.568,42400,0.29245283,2,0,12400,0
8400,6.716,43800,0.315068493,3,0,13800,0
9000,6.951,46000,0.347826087,3,0,16000,0
9600,7.209,48400,0.380165289,4,0,18400,0
11000,7.816,54200,0.446494465,5,1,24200,0
11300,7.909,55000,0.454545455,5,1,25000,0
8200,6.599,42700,0.297423888,2,0,12700,0
9000,6.962,46100,0.349240781,3,0,16100,0
8100,6.579,42500,0.294117647,2,0,12500,0
8300,6.635,43000,0.302325581,2,0,13000,0
9200,7.04,46800,0.358974359,3,0,16800,0
7600,6.373,40600,0.261083744,2,0,10600,0
10000,7.377,50000,0.4,4,1,20000,0
10100,7.433,50500,0.405940594,4,1,20500,0
9200,7.026,46700,0.357601713,3,0,16700,0
7800,6.453,41300,0.273607748,2,0,11300,0
9300,7.086,47300,0.365750529,3,0,17300,0
9300,7.059,47000,0.361702128,3,0,17000,0
10000,7.388,50100,0.401197605,4,1,20100,0
10300,7.502,51200,0.4140625,4,1,21200,0
8200,6.613,42800,0.299065421,2,0,12800,0
8400,6.704,43700,0.313501144,3,0,13700,0
8800,6.877,45300,0.337748344,3,0,15300,0
9900,7.335,49600,0.39516129,4,0,19600,0
7800,6.46,41400,0.275362319,2,0,11400,0
8600,6.801,44600,0.32735426,3,0,14600,0
8000,6.52,42000,0.285714286,2,0,12000,0
9700,7.237,48700,0.383983573,4,0,18700,0
9600,7.219,48500,0.381443299,4,0,18500,0
7900,6.465,41400,0.275362319,2,0,11400,0
11600,8.051,56400,0.468085106,5,1,26400,0
10000,7.37,50000,0.4,4,0,20000,0
8700,6.836,44900,0.331848552,3,0,14900,0
10500,7.598,52100,0.424184261,4,1,22100,0
9100,6.974,46200,0.350649351,3,0,16200,0
8800,6.852,45100,0.33481153,3,0,15100,0
9200,7.046,46900,0.360341151,3,0,16900,0
8900,6.903,45600,0.342105263,3,0,15600,0
9400,7.126,47700,0.371069182,3,0,17700,0
9200,7.024,46700,0.357601713,3,0,16700,0
10000,7.387,50100,0.401197605,4,1,20100,0
12000,8.244,58200,0.484536082,6,1,28200,0
7500,6.308,40000,0.25,2,0,10000,0
9900,7.339,49700,0.39637827,4,0,19700,0
9100,7,46500,0.35483871,3,0,16500,0
9400,7.114,47500,0.368421053,3,0,17500,0
9000,6.943,45900,0.346405229,3,0,15900,0
9400,7.1,47400,0.367088608,3,0,17400,0
9400,7.102,47400,0.367088608,3,0,17400,0
8500,6.726,43900,0.316628702,3,0,13900,0
9400,7.116,47600,0.369747899,3,0,17600,0
9600,7.187,48200,0.377593361,4,0,18200,0
9300,7.088,47300,0.365750529,3,0,17300,0
8600,6.795,44500,0.325842697,3,0,14500,0
8400,6.708,43700,0.313501144,3,0,13700,0
11800,8.139,57200,0.475524476,6,1,27200,0
9100,7.003,46500,0.35483871,3,0,16500,0
8600,6.783,44400,0.324324324,3,0,14400,0
9100,6.974,46200,0.350649351,3,0,16200,0
8700,6.816,44700,0.32885906,3,0,14700,0
9200,7.026,46700,0.357601713,3,0,16700,0
9000,6.967,46200,0.350649351,3,0,16200,0
10300,7.522,51400,0.416342412,4,1,21400,0
7700,6.397,40800,0.264705882,2,0,10800,0
11200,7.904,55000,0.454545455,5,1,25000,0
10300,7.519,51400,0.416342412,4,1,21400,0
10400,7.541,51600,0.418604651,4,1,21600,0
8500,6.758,44200,0.321266968,3,0,14200,0
10100,7.424,50500,0.405940594,4,1,20500,0
8300,6.666,43300,0.307159353,2,0,13300,0
8700,6.806,44600,0.32735426,3,0,14600,0
10700,7.69,53000,0.433962264,5,1,23000,0
9600,7.209,48400,0.380165289,4,0,18400,0
8500,6.721,43800,0.315068493,3,0,13800,0
9000,6.954,46000,0.347826087,3,0,16000,0
10100,7.417,50400,0.404761905,4,1,20400,0
8500,6.743,44100,0.319727891,3,0,14100,0
9800,7.272,49000,0.387755102,4,0,19000,0
9900,7.352,49800,0.397590361,4,0,19800,0
10700,7.674,52800,0.431818182,5,1,22800,0
9400,7.128,47700,0.371069182,3,0,17700,0
10200,7.458,50800,0.409448819,4,1,20800,0
10800,7.713,53200,0.436090226,5,1,23200,0
7200,6.184,38800,0.226804124,1,0,8800,0
10100,7.405,50300,0.403578529,4,1,20300,0
9700,7.233,48700,0.383983573,4,0,18700,0
8500,6.723,43900,0.316628702,3,0,13900,0
8300,6.648,43200,0.305555556,2,0,13200,0
9300,7.092,47300,0.365750529,3,0,17300,0
9500,7.183,48200,0.377593361,4,0,18200,0
7300,6.243,39300,0.236641221,2,0,9300,0
9100,7.004,46500,0.35483871,3,0,16500,0
10900,7.759,53600,0.440298507,5,1,23600,0
8900,6.895,45500,0.340659341,3,0,15500,0
11900,8.162,57400,0.477351916,6,1,27400,0
9900,7.326,49500,0.393939394,4,0,19500,0
8000,6.515,41900,0.284009547,2,0,11900,0
10800,7.71,53200,0.436090226,5,1,23200,0
9400,7.137,47800,0.372384937,3,0,17800,0
10900,7.763,53700,0.441340782,5,1,23700,0
10900,7.755,53600,0.440298507,5,1,23600,0
10000,7.379,50000,0.4,4,1,20000,0
8600,6.785,44400,0.324324324,3,0,14400,0
8700,6.838,44900,0.331848552,3,0,14900,0
10800,7.694,53000,0.433962264,5,1,23000,0
7500,6.296,39800,0.246231156,2,0,9800,0
8600,6.786,44500,0.325842697,3,0,14500,0
9100,7.009,46600,0.356223176,3,0,16600,0
10200,7.458,50800,0.409448819,4,1,20800,0
9300,7.063,47100,0.363057325,3,0,17100,0
9800,7.271,49000,0.387755102,4,0,19000,0
8400,6.676,43400,0.30875576,3,0,13400,0
9700,7.264,49000,0.387755102,4,0,19000,0
6500,5.867,35800,0.162011173,1,0,5800,0
9300,7.084,47300,0.365750529,3,0,17300,0
7600,6.358,40400,0.257425743,2,0,10400,0
10100,7.406,50300,0.403578529,4,1,20300,0
8800,6.883,45400,0.339207048,3,0,15400,0
9600,7.203,48400,0.380165289,4,0,18400,0
8700,6.809,44700,0.32885906,3,0,14700,0
9400,7.136,47800,0.372384937,3,0,17800,0
11100,7.848,54500,0.449541284,5,1,24500,0
8700,6.813,44700,0.32885906,3,0,14700,0
11900,8.199,57800,0.480968858,6,1,27800,0
11500,8.027,56100,0.465240642,5,1,26100,0
8000,6.514,41900,0.284009547,2,0,11900,0
8900,6.9,45500,0.340659341,3,0,15500,0
10800,7.72,53200,0.436090226,5,1,23200,0
9500,7.181,48200,0.377593361,4,0,18200,0
9000,6.947,46000,0.347826087,3,0,16000,0
11000,7.786,53900,0.443413729,5,1,23900,0
10600,7.643,52500,0.428571429,5,1,22500,0
9300,7.086,47300,0.365750529,3,0,17300,0
7500,6.318,40000,0.25,2,0,10000,0
8700,6.804,44600,0.32735426,3,0,14600,0
9000,6.961,46100,0.349240781,3,0,16100,0
7400,6.256,39500,0.240506329,2,0,9500,0
9100,6.985,46300,0.352051836,3,0,16300,0
8300,6.672,43400,0.30875576,3,0,13400,0
8800,6.859,45100,0.33481153,3,0,15100,0
10700,7.652,52600,0.429657795,5,1,22600,0
6300,5.796,35100,0.145299145,1,0,5100,0
9000,6.954,46000,0.347826087,3,0,16000,0
9700,7.261,48900,0.386503067,4,0,18900,0
8100,6.553,42300,0.290780142,2,0,12300,0
9900,7.342,49700,0.39637827,4,0,19700,0
10200,7.473,50900,0.410609037,4,1,20900,0
9000,6.937,45900,0.346405229,3,0,15900,0
10500,7.571,51800,0.420849421,4,1,21800,0
9000,6.933,45800,0.344978166,3,0,15800,0
6100,5.704,34300,0.125364431,0,0,4300,0
18900,11.139,85400,0.648711944,12,2,55400,0
10100,7.42,50400,0.404761905,4,1,20400,0
9900,7.315,49400,0.392712551,4,0,19400,0
8600,6.8,44600,0.32735426,3,0,14600,0
10200,7.48,51000,0.411764706,4,1,21000,0
10500,7.574,51900,0.421965318,4,1,21900,0
10600,7.64,52500,0.428571429,5,1,22500,0
10800,7.707,53100,0.435028249,5,1,23100,0
8600,6.773,44300,0.322799097,3,0,14300,0
11800,8.134,57100,0.474605954,6,1,27100,0
8200,6.607,42800,0.299065421,2,0,12800,0
11900,8.182,57600,0.479166667,6,1,27600,0
9000,6.963,46100,0.349240781,3,0,16100,0
10000,7.361,49900,0.398797595,4,0,19900,0
7100,6.149,38500,0.220779221,1,0,8500,0
8200,6.628,43000,0.302325581,2,0,13000,0
10500,7.602,52100,0.424184261,4,1,22100,0
10900,7.757,53600,0.440298507,5,1,23600,0
11200,7.882,54800,0.452554745,5,1,24800,0
9900,7.319,49500,0.393939394,4,0,19500,0
6100,5.727,34500,0.130434783,1,0,4500,0
8600,6.787,44500,0.325842697,3,0,14500,0
8700,6.829,44900,0.331848552,3,0,14900,0
7700,6.415,41000,0.268292683,2,0,11000,0
7900,6.504,41800,0.282296651,2,0,11800,0
8700,6.813,44700,0.32885906,3,0,14700,0
9300,7.057,47000,0.361702128,3,0,17000,0
9400,7.14,47800,0.372384937,4,0,17800,0
10000,7.376,50000,0.4,4,1,20000,0
10100,7.409,50300,0.403578529,4,1,20300,0
8800,6.846,45000,0.333333333,3,0,15000,0
11000,7.813,54100,0.445471349,5,1,24100,0
10200,7.481,51000,0.411764706,4,1,21000,0
11700,8.108,56900,0.472759227,6,1,26900,0
10000,7.354,49800,0.397590361,4,0,19800,0
10300,7.49,51100,0.412915851,4,1,21100,0
9500,7.176,48100,0.376299376,4,0,18100,0
9600,7.223,48600,0.382716049,4,0,18600,0
8700,6.843,45000,0.333333333,3,0,15000,0
11900,8.196,57700,0.480069324,6,1,27700,0
10200,7.455,50800,0.409448819,4,1,20800,0
9400,7.126,47700,0.371069182,3,0,17700,0
6200,5.771,34900,0.140401146,1,0,4900,0
7700,6.397,40800,0.264705882,2,0,10800,0
7600,6.36,40400,0.257425743,2,0,10400,0
9100,6.979,46300,0.352051836,3,0,16300,0
9300,7.085,47300,0.365750529,3,0,17300,0
9600,7.188,48200,0.377593361,4,0,18200,0
7600,6.362,40500,0.259259259,2,0,10500,0
10600,7.632,52400,0.427480916,5,1,22400,0
10000,7.38,50000,0.4,4,1,20000,0
9700,7.254,48900,0.386503067,4,0,18900,0
8800,6.866,45200,0.336283186,3,0,15200,0
8700,6.82,44800,0.330357143,3,0,14800,0
9100,6.978,46300,0.352051836,3,0,16300,0
10000,7.37,50000,0.4,4,0,20000,0
10800,7.71,53200,0.436090226,5,1,23200,0
6900,6.075,37800,0.206349206,1,0,7800,0
8200,6.61,42800,0.299065421,2,0,12800,0
9700,7.259,48900,0.386503067,4,0,18900,0
9900,7.349,49800,0.397590361,4,0,19800,0
10000,7.391,50200,0.402390438,4,1,20200,0
9400,7.102,47400,0.367088608,3,0,17400,0
10700,7.66,52700,0.430740038,5,1,22700,0
8000,6.524,42000,0.285714286,2,0,12000,0
9900,7.351,49800,0.397590361,4,0,19800,0
8200,6.597,42700,0.297423888,2,0,12700,0
9100,6.983,46300,0.352051836,3,0,16300,0
9800,7.291,49200,0.390243902,4,0,19200,0
10200,7.474,50900,0.410609037,4,1,20900,0
8100,6.562,42400,0.29245283,2,0,12400,0
8800,6.855,45100,0.33481153,3,0,15100,0
8200,6.594,42700,0.297423888,2,0,12700,0
9700,7.262,48900,0.386503067,4,0,18900,0
7700,6.409,40900,0.266503667,2,0,10900,0
8600,6.793,44500,0.325842697,3,0,14500,0
7700,6.387,40700,0.262899263,2,0,10700,0
10300,7.482,51000,0.411764706,4,1,21000,0
8400,6.676,43400,0.30875576,3,0,13400,0
7400,6.262,39500,0.240506329,2,0,9500,0
9200,7.036,46800,0.358974359,3,0,16800,0
9800,7.306,49400,0.392712551,4,0,19400,0
10200,7.445,50700,0.408284024,4,1,20700,0
13000,8.635,61900,0.515347334,7,1,31900,0
9900,7.33,49600,0.39516129,4,0,19600,0
8100,6.566,42400,0.29245283,2,0,12400,0
10100,7.402,50300,0.403578529,4,1,20300,0
7700,6.41,40900,0.266503667,2,0,10900,0
7600,6.362,40500,0.259259259,2,0,10500,0
10900,7.739,53400,0.438202247,5,1,23400,0
10300,7.506,51200,0.4140625,4,1,21200,0
11200,7.885,54800,0.452554745,5,1,24800,0
9900,7.346,49700,0.39637827,4,0,19700,0
9000,6.956,46100,0.349240781,3,0,16100,0
8200,6.617,42900,0.300699301,2,0,12900,0
8200,6.607,42800,0.299065421,2,0,12800,0
10800,7.717,53200,0.436090226,5,1,23200,0
9100,6.995,46400,0.353448276,3,0,16400,0
8900,6.9,45500,0.340659341,3,0,15500,0
12500,8.458,60200,0.50166113,6,1,30200,0
9600,7.195,48300,0.378881988,4,0,18300,0
11100,7.859,54600,0.450549451,5,1,24600,0
10500,7.59,52000,0.423076923,4,1,22000,0
11500,8.005,55900,0.46332737,5,1,25900,0
12100,8.259,58300,0.48542024,6,1,28300,0
9100,7.002,46500,0.35483871,3,0,16500,0
9300,7.075,47200,0.36440678,3,0,17200,0
7900,6.465,41400,0.275362319,2,0,11400,0
8700,6.836,44900,0.331848552,3,0,14900,0
10300,7.522,51400,0.416342412,4,1,21400,0
9200,7.028,46700,0.357601713,3,0,16700,0
10000,7.376,50000,0.4,4,1,20000,0
10000,7.355,49800,0.397590361,4,0,19800,0
8600,6.77,44300,0.322799097,3,0,14300,0
9200,7.044,46900,0.360341151,3,0,16900,0
9500,7.167,48000,0.375,4,0,18000,0
8600,6.78,44400,0.324324324,3,0,14400,0
9800,7.274,49000,0.387755102,4,0,19000,0
9000,6.962,46100,0.349240781,3,0,16100,0
10200,7.459,50800,0.409448819,4,1,20800,0
11200,7.891,54900,0.453551913,5,1,24900,0
10300,7.494,51100,0.412915851,4,1,21100,0
10000,7.39,50100,0.401197605,4,1,20100,0
8200,6.591,42600,0.295774648,2,0,12600,0
8400,6.711,43800,0.315068493,3,0,13800,0
8900,6.895,45500,0.340659341,3,0,15500,0
10100,7.413,50400,0.404761905,4,1,20400,0
9400,7.105,47500,0.368421053,3,0,17500,0
7500,6.315,40000,0.25,2,0,10000,0
8900,6.903,45600,0.342105263,3,0,15600,0
8100,6.547,42200,0.289099526,2,0,12200,0
10700,7.682,52900,0.43289225,5,1,22900,0
9400,7.126,47700,0.371069182,3,0,17700,0
8700,6.82,44800,0.330357143,3,0,14800,0
9500,7.182,48200,0.377593361,4,0,18200,0
9200,7.043,46900,0.360341151,3,0,16900,0
8600,6.79,44500,0.325842697,3,0,14500,0
8800,6.886,45400,0.339207048,3,0,15400,0
7500,6.303,39900,0.248120301,2,0,9900,0
9100,7.005,46500,0.35483871,3,0,16500,0
9000,6.943,45900,0.346405229,3,0,15900,0
8900,6.913,45700,0.343544858,3,0,15700,0
9700,7.228,48600,0.382716049,4,0,18600,0
9300,7.074,47200,0.36440678,3,0,17200,0
6500,5.867,35800,0.162011173,1,0,5800,0
9100,6.98,46300,0.352051836,3,0,16300,0
8100,6.569,42400,0.29245283,2,0,12400,0
9300,7.061,47000,0.361702128,3,0,17000,0
11600,8.056,56400,0.468085106,5,1,26400,0
7400,6.252,39400,0.23857868,2,0,9400,0
9400,7.122,47600,0.369747899,3,0,17600,0
8900,6.91,45600,0.342105263,3,0,15600,0
11400,7.954,55500,0.459459459,5,1,25500,0
9600,7.205,48400,0.380165289,4,0,18400,0
10100,7.404,50300,0.403578529,4,1,20300,0
11000,7.792,53900,0.443413729,5,1,23900,0
9000,6.934,45800,0.344978166,3,0,15800,0
10200,7.476,50900,0.410609037,4,1,20900,0
9300,7.076,47200,0.36440678,3,0,17200,0
8500,6.728,43900,0.316628702,3,0,13900,0
8400,6.708,43700,0.313501144,3,0,13700,0
8100,6.562,42400,0.29245283,2,0,12400,0
7500,6.315,40000,0.25,2,0,10000,0
11900,8.2,57800,0.480968858,6,1,27800,0
9000,6.957,46100,0.349240781,3,0,16100,0
8400,6.697,43600,0.311926606,3,0,13600,0
8400,6.684,43500,0.310344828,3,0,13500,0
7300,6.219,39100,0.232736573,2,0,9100,0
9200,7.025,46700,0.357601713,3,0,16700,0
8700,6.816,44700,0.32885906,3,0,14700,0
10100,7.413,50400,0.404761905,4,1,20400,0
7900,6.473,41500,0.277108434,2,0,11500,0
9200,7.016,46600,0.356223176,3,0,16600,0
10000,7.379,50000,0.4,4,1,20000,0
5900,5.648,33700,0.109792285,0,0,3700,0
9500,7.154,47900,0.373695198,4,0,17900,0
10100,7.421,50400,0.404761905,4,1,20400,0
10800,7.725,53300,0.437148218,5,1,23300,0
9200,7.056,47000,0.361702128,3,0,17000,0
10100,7.402,50300,0.403578529,4,1,20300,0
11400,7.977,55700,0.461400359,5,1,25700,0
8800,6.861,45200,0.336283186,3,0,15200,0
7700,6.407,40900,0.266503667,2,0,10900,0
8300,6.659,43300,0.307159353,2,0,13300,0
10700,7.686,52900,0.43289225,5,1,22900,0
10100,7.409,50300,0.403578529,4,1,20300,0
11300,7.941,55300,0.457504521,5,1,25300,0
8200,6.597,42700,0.297423888,2,0,12700,0
9200,7.029,46700,0.357601713,3,0,16700,0
9000,6.934,45900,0.346405229,3,0,15900,0
9700,7.253,48900,0.386503067,4,0,18900,0
9700,7.251,48800,0.385245902,4,0,18800,0
9100,7.011,46600,0.356223176,3,0,16600,0
